ISBN	SELO	EDIÇÃO	VOLUME / SÉRIE	DISCIPLINA	SEGMENTO	COLEÇÃO	OBRA	AUTOR	CATEGORIA
9788508107285	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	CABEÇA DE GAROTA	MARIA JOSÉ SILVEIRA	Paradidático
9788508105359	ÁTICA	10		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	CARAPINTADA	RENATO TAPAJÓS	Paradidático
9788508106363	ÁTICA	8		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	CASÉ, O JACARÉ QUE ANDA EM PÉ	CARLOS EDUARDO NOVAES	Paradidático
9788508107247	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	CAVALOS E OBELISCOS	MOACYR SCLIAR	Paradidático
9788508106929	ÁTICA	7		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	CRUZANDO CAMINHOS	FANNY ABRAMOVICH	Paradidático
9788508106646	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	DE MÃOS ATADAS	ÁLVARO CARDOSO GOMES	Paradidático
9788508106387	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	DESTINO EM ABERTO	MARISA LAJOLO	Paradidático
9788508126675	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	DO JEITO QUE A GENTE É	MÁRCIA LEITE	Paradidático
9788508109067	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	ESPERANÇA POR UM FIO, A	MENALTON BRAFF	Paradidático
9788508106684	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	ESTE AMOR VEIO PRA FICAR	ÁLVARO CARDOSO GOMES	Paradidático
9788508106608	ÁTICA	3		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	IMPERADOR DA URSA MAIOR, O	CARLOS EDUARDO NOVAES	Paradidático
9788508106967	ÁTICA	6		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	INFÂNCIA ACABOU, A	RENATO TAPAJÓS	Paradidático
9788508109319	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	ISSO NÃO É UM FILME AMERICANO	LOURENÇO CAZARRÉ	Paradidático
9788508107223	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	LÁGRIMA DO ROBÔ, A	CARLOS EDUARDO NOVAES	Paradidático
9788508106622	ÁTICA	4		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	LONGE COMO O MEU QUERER	MARINA COLASANTI	Paradidático
9788508106585	ÁTICA	13		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	MENINO SEM IMAGINAÇÃO, O	CARLOS EDUARDO NOVAES	Paradidático
9788508107261	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	OGRE E O PASSARINHO, O	FAUSTO WOLFF	Paradidático
9788508106448	ÁTICA	4		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	PODE ME BEIJAR SE QUISER	IVAN ANGELO	Paradidático
9788508106820	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	QUANDO MEU PAI SAIU DE CASA	EDUARDO GARRAFA	Paradidático
9788508106868	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	SENHOR DA ESCURIDÃO, O	LOURENÇO CAZARRÉ	Paradidático
9788508106561	ÁTICA	4		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	SUPER SILVA, O	IVAN JAF	Paradidático
9788508106400	ÁTICA	16		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	VENCEDOR, O	FREI BETTO	Paradidático
9788508120512	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	VENDEM-SE UNICÓRNIOS	ÍNDIGO	Paradidático
9788508161140	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	VENENO DIGITAL	WALCYR CARRASCO	Paradidático
9788508106707	ÁTICA	4		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	VIDA DE DROGA	WALCYR CARRASCO	Paradidático
9788508153923	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	The 39 Clues	LIVRO NEGRO DA FAMÍLIA CAHILL,O	RICK RIORDAN, MALLORY KASS	Paradidático
9788508156184	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	The 39 Clues - Cahill X Vesper	ASCENSÃO DOS VESPER, A (INTRODUÇÃO)	RICK RIORDAN, PETER LERANGIS, GORDON KORMAN, JUDE WATSON	Paradidático
9788508159536	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	The 39 Clues - Cahill X Vesper	CONSPIRAÇÃO MEDUSA, A (LIVRO 1)	GORDON KORMAN	Paradidático
9788508172054	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	The 39 Clues - Cahill X Vesper	FIM DO MUNDO, O (LIVRO 6)	DAVID BALDACCI	Paradidático
9788508165353	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	The 39 Clues - Cahill X Vesper	NA CALADA DA NOITE (LIVRO 3)	PETER LERANGIS	Paradidático
9788508168927	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	The 39 Clues - Cahill X Vesper	NÃO CONFIEM EM NINGUÉM (LIVRO 5)	LINDA SUE PARK	Paradidático
9788508162635	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	The 39 Clues - Cahill X Vesper	RESGATE IMPOSSÍVEL, UM (LIVRO 2)	JUDE WATSON	Paradidático
9788508165926	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	The 39 Clues - Cahill X Vesper	TODA PROVA, A (LIVRO 4)	ROLAND SMITH	Paradidático
9788508173471	ÁTICA	17		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	AÇÚCAR AMARGO	LUIZ PUNTEL	Paradidático
9788508173501	ÁTICA	35		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	ALDEIA SAGRADA, A	FRANCISCO MARINS	Paradidático
9788508032259	ÁTICA	11		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	AVENTURA NO IMPÉRIO DO SOL	SILVIA CINTRA FRANCO	Paradidático
9788508031993	ÁTICA	22		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	AVENTURAS DE XISTO	LÚCIA MACHADO DE ALMEIDA	Paradidático
9788508173617	ÁTICA	17		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	BARCOS DE PAPEL, OS	JOSÉ MAVIAEL MONTEIRO	Paradidático
9788508001026	ÁTICA	23		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	CASO DA BORBOLETA ATÍRIA, O	LÚCIA MACHADO DE ALMEIDA	Paradidático
9788508061020	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	CHARADA DO SOL E DA CHUVA, A	LUIZ GALDINO	Paradidático
9788508114801	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	CHAVE DO CORSÁRIO, A	ELIANA MARTINS	Paradidático
9788508041282	ÁTICA	5		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	CONFUSÕES & CALAFRIOS	SILVIA CINTRA FRANCO	Paradidático
9788508077304	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	CORRENDO CONTRA O DESTINO	RAUL DREWNICK	Paradidático
9788508082926	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	CRESCER É UMA AVENTURA	ROSANA BOND	Paradidático
9788508173556	ÁTICA	4		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	DEU A LOUCA NO TEMPO	MARCELO DUARTE	Paradidático
9788508026838	ÁTICA	10		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	DEUS ME LIVRE!	LUIZ PUNTEL	Paradidático
9788508173532	ÁTICA	28		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	ESCARAVELHO DO DIABO, O 	LÚCIA MACHADO DE ALMEIDA	Paradidático
9788508173570	ÁTICA	52		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	FEIJÃO E O SONHO, O 	ORÍGENES LESSA	Paradidático
9788508029754	ÁTICA	7		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	GARRA DE CAMPEÃO	MARCOS REY	Paradidático
9788508073580	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	GRANDE VIRADA, A	RAUL DREWNICK	Paradidático
9788508091652	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	GRITO DO HIP HOP, O	LUIZ PUNTEL, FÁTIMA CHAGURI	Paradidático
9788508070893	ÁTICA	4		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	GUERRA DO LANCHE, A	LOURENÇO CAZARRÉ	Paradidático
9788508173457	ÁTICA	41		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	ILHA PERDIDA, A	MARIA JOSÉ DUPRÉ	Paradidático
9788508046492	ÁTICA	6		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	INIMIGO EM CADA ESQUINA, UM	RAUL DREWNICK	Paradidático
9788508040162	ÁTICA	4		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	JOGO DO CAMALEÃO, O	MARÇAL AQUINO	Paradidático
9788508062454	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	JOGO SUJO	MARCELO DUARTE	Paradidático
9788508069071	ÁTICA	5		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	MAGIA DA ÁRVORE LUMINOSA, A	ROSANA BOND	Paradidático
9788508037667	ÁTICA	7		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	MALDIÇÃO DO TESOURO DO FARAÓ, A	SÉRSI BARDARI	Paradidático
9788508087976	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	MANOBRA RADICAL	EDITH MODESTO	Paradidático
9788508018970	ÁTICA	28		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	MENINO DE ASAS	HOMERO HOMEM	Paradidático
9788508027699	ÁTICA	23		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	MENINOS SEM PÁTRIA	LUIZ PUNTEL	Paradidático
9788508118960	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	MESTRE DOS GAMES, O	AFONSO MACHADO	Paradidático
9788508065943	ÁTICA	4		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	MISSÃO NO ORIENTE	LUIZ PUNTEL	Paradidático
9788508045365	ÁTICA	5		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	MISTÉRIO DA CIDADE-FANTASMA, O	MARÇAL AQUINO	Paradidático
9788508107759	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	MORTE NO COLÉGIO	LUIS EDUARDO MATTA	Paradidático
9788508086856	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	NA ILHA DO DRAGÃO	MARISTEL ALVES DOS SANTOS	Paradidático
9788508036905	ÁTICA	10		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	NA MIRA DO VAMPIRO	LOPES DOS SANTOS	Paradidático
9788508095025	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	NOITE DOS QUATRO FURACÕES, A	RAUL DREWNICK	Paradidático
9788508094462	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	OURO DO FANTASMA, O	MANUEL FILHO	Paradidático
9788508054435	ÁTICA	7		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	OUTRO LADO DA ILHA, O	JOSÉ MAVIAEL MONTEIRO	Paradidático
9788508017621	ÁTICA	13		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	PEQUENOS JANGADEIROS, OS	ARISTIDES FRAGA LIMA	Paradidático
9788508004799	ÁTICA	6		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	PERIGOS NO MAR	ARISTIDES FRAGA LIMA	Paradidático
9788508065165	ÁTICA	3		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	PREÇO DA CORAGEM, O	RAUL DREWNICK	Paradidático
9788508028078	ÁTICA	9		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	PRIMEIRA REPORTAGEM, A	SYLVIO PEREIRA	Paradidático
9788508057160	ÁTICA	3		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	PRIMEIRO AMOR E OUTROS PERIGOS, O	MARÇAL AQUINO	Paradidático
9788508033706	ÁTICA	5		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	QUEM MANDA JÁ MORREU	MARCOS REY	Paradidático
9788508072743	ÁTICA	3		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	ROBÔ QUE VIROU GENTE, O	IVAN JAF	Paradidático
9788508111756	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	SALVANDO A PELE	MARIO TEIXEIRA	Paradidático
9788508100354	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	SENHOR DA ÁGUA, O	ROSANA BOND	Paradidático
9788508081622	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	SOS ARARINHA-AZUL	EDITH MODESTO	Paradidático
9788508173594	ÁTICA	12		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	SPHARION 	LÚCIA MACHADO DE ALMEIDA	Paradidático
9788508057313	ÁTICA	4		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	SUPERTÊNIS, O	IVAN JAF	Paradidático
9788508080595	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	TEM LAGARTIXA NO COMPUTADOR	MARCELO DUARTE	Paradidático
9788508173631	ÁTICA	19		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	TONICO	JOSÉ REZENDE FILHO	Paradidático
9788508001149	ÁTICA	9		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	TONICO E CARNIÇA	ASSIS BRASIL	Paradidático
9788508041268	ÁTICA	8		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	TRÁFICO DE ANJOS	LUIZ PUNTEL	Paradidático
9788508173518	ÁTICA	9		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	TURMA DA RUA QUINZE, A	MARÇAL AQUINO	Paradidático
9788508055012	ÁTICA	4		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	VENCER OU VENCER	RAUL DREWNICK	Paradidático
9788508145706	ÁTICA	40		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	XISTO E O PÁSSARO CÓSMICO	LÚCIA MACHADO DE ALMEIDA	Paradidático
9788508001170	ÁTICA	20		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	XISTO NO ESPACO	LÚCIA MACHADO DE ALMEIDA	Paradidático
9788508001187	ÁTICA	14		Literatura Juvenil	Literatura Juvenil	Vaga-Lume	ZEZINHO, O DONO DA PORQUINHA PRETA	JAIR VITÓRIA	Paradidático
9788508156788	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Vasto Mundo	CACOS DE VIDA - SOBREVIVENDO NAS RUAS DA ÍNDIA	SALLY GRINDLEY	Paradidático
9788508156795	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Vasto Mundo	MENINOS EM GUERRA - HISTÓRIA DE AMIZADE E CONFLITO NA ÁFRICA	JERRY PIASECKI	Paradidático
9788508179305	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Vasto Mundo	MEU NOME É PARVANA	DEBORAH ELLIS	Paradidático
9788508156801	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Vasto Mundo	OUTRA FACE, A - HISTÓRIA DE UMA GAROTA AFEGÃ 	DEBORAH ELLIS	Paradidático
9788508156832	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Vasto Mundo	PREÇO DA LIBERDADE, O - UMA MENINA CONDENADA AO TRABALHO ESCRAVO NA CHINA	SALLY GRINDLEY	Paradidático
9788508164813	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Vasto Mundo	PRISIONEIRO B-3087	ALAN GRATZ	Paradidático
9788508153282	ÁTICA	8		Literatura Juvenil	Literatura Juvenil	Vasto Mundo	SETE DESAFIOS PARA SER REI 	JAN TERLOUW	Paradidático
9788508156825	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Vasto Mundo	VIAGEM DE PARVANA, A - MAIS HISTÓRIAS DE UMA GAROTA AFEGÃ	DEBORAH ELLIS	Paradidático
9788508136155	ÁTICA	7		Literatura Juvenil	Literatura Juvenil	Voo Livre	BRINCADEIRA MORTAL	PEDRO BANDEIRA	Paradidático
9788508147298	ÁTICA	7		Literatura Juvenil	Literatura Juvenil	Voo Livre	DESCANSE EM PAZ, MEU AMOR	PEDRO BANDEIRA	Paradidático
9788508136179	ÁTICA	5		Literatura Juvenil	Literatura Juvenil	Voo Livre	GENTE DE ESTIMAÇÃO	PEDRO BANDEIRA	Paradidático
9788508134830	ÁTICA	8		Literatura Juvenil	Literatura Juvenil	Voo Livre	GRANDE DESAFIO, O	PEDRO BANDEIRA	Paradidático
9788508147571	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Voo Livre	HISTÓRIAS APAIXONADAS	PEDRO BANDEIRA	Paradidático
9788508136131	ÁTICA	5		Literatura Juvenil	Literatura Juvenil	Voo Livre	HORA DA VERDADE, A	PEDRO BANDEIRA	Paradidático
9788508147847	ÁTICA	7		Literatura Juvenil	Literatura Juvenil	Voo Livre	MARIANA	PEDRO BANDEIRA	Paradidático
9788508147823	ÁTICA	6		Literatura Juvenil	Literatura Juvenil	Voo Livre	PROVA DE FOGO	PEDRO BANDEIRA	Paradidático
9788508126651	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Z	13 PORQUÊS, OS	JAY ASHER	Paradidático
9788508147311	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Z	CHAMADO DO MONSTRO, O	PATRICK NESS	Paradidático
9788535705591	ATUAL	1		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	BARÕES DO CAFÉ	SHEILA SIQUEIRA DE C. FARIA	Paradidático
9788570569042	ATUAL	4		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	BRASIL DOS HOLANDESES, O	LUIZ GERALDO SILVA	Paradidático
9788535703856	ATUAL	1		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	BURGUESES E OPERÁRIOS NA ERA INDUSTRIAL	ANA CLAUDIA FONSECA BREFE	Paradidático
9788535701371	ATUAL	1		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	CAFÉ E MODERNIZAÇÃO	TANIA REGINA DE LUCA	Paradidático
9788535701074	ATUAL	4		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	EGITO DOS FARAÓS E SACERDOTES, O	RAQUEL DOS SANTOS FUNARI	Paradidático
9788570566270	ATUAL	15		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	ENCONTRO ENTRE CULTURAS, O	MARIA CRISTINA M SCHATAMACCHIA	Paradidático
9788535717648	ATUAL	3		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	ESCRAVIDÃO E MODERNIZAÇÃO NO BRASIL DO SÉCULO XIX	ARTUR JOSE RENDA VITORINO	Paradidático
9788570566942	ATUAL	10		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	FÁBRICA E A CIDADE ATÉ 1930, A 	NICOLINA LUIZA DE PETTA	Paradidático
9788535703030	ATUAL	1		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	IMIGRANTES NO BRASIL DO SÉCULO XIX	EDILENE TERESINHA TOLEDO, JEFFERSON CANO	Paradidático
9788535700442	ATUAL	3		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	IMPÉRIO E FAMÍLIA EM ROMA	PEDRO PAULO ABREU FUNARI	Paradidático
9788535703764	ATUAL	1		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	JESUÍTAS NO BRASIL COLONIAL, OS	PAULO DE ASSUNCAO	Paradidático
9788535705096	ATUAL	1		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	MODO AMERICANO DE VIVER, O	SHEILA SCHVARZMAN	Paradidático
9788570569691	ATUAL	4		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	OURO E AS TRANSFORMAÇÕES NA SOCIEDADE COLONIAL, O	EDUARDO FRANCA PAIVA	Paradidático
9788535702422	ATUAL	2		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	PENÍNSULA IBÉRICA ENTRE O ORIENTE E O OCIDENTE, A 	MARIA GUADALUPE PEDRERO SANCHEZ	Paradidático
9788570566621	ATUAL	15		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	PRIMEIROS HABITANTES DO BRASIL, OS	NORBERTO LUIZ GUARINELLO	Paradidático
9788570566287	ATUAL	10		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	REPÚBLICA DO PROGRESSO, A	IARA LIS SCHIAVINATTO CARVALHO SOUZA	Paradidático
9788570566966	ATUAL	12		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	RIO DE JANEIRO, CAPITAL DO REINO	ILMAR ROHLOFF DE MATTOS / LUIS AFFONSO S. DE ALBUQUERQUE / SELMA RINALDI DE MATTOS	Paradidático
9788570567635	ATUAL	6		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	SALVADOR, CAPITAL DA COLÔNIA	AVANETE PEREIRA SOUZA	Paradidático
9788535706406	ATUAL	1		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	SÃO PAULO COLONIAL	LILIAN MIRANDA, PATRICIA MAIA	Paradidático
9788570566508	ATUAL	10		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	TRABALHO NAS FAZENDAS DE CAFÉ, O	ANA LUIZA MARTINS	Paradidático
9788570568137	ATUAL	6		Informativo Juvenil	Informativo Juvenil	A Vida No Tempo	TRABALHO NOS ENGENHOS, O	ETELVINA TRINDADE	Paradidático
9788535713831	ATUAL	13		Informativo Juvenil	Informativo Juvenil	Avulso	POLÍTICA PRA QUÊ?	MARCELO SIQUEIRA RIDENTI	Paradidático
9788535705614	ATUAL	1		Informativo Juvenil	Informativo Juvenil	Ciência No Tempo	BOHR E A INTERPRETAÇÃO QUÂNTICA DA NATUREZA	MARCOS BRAGA, ANDRÉIA GUERRA, JOSÉ CLÁUDIO REIS	Paradidático
9788535703450	ATUAL	1		Informativo Juvenil	Informativo Juvenil	Ciência No Tempo	DARWIN E O PENSAMENTO EVOLUCIONISTA	MARCOS BRAGA, ANDRÉIA GUERRA, JOSÉ CLÁUDIO REIS	Paradidático
9788535700503	ATUAL	5		Informativo Juvenil	Informativo Juvenil	Ciência No Tempo	EINSTEIN E O UNIVERSO RELATIVÍSTICO	MARCOS BRAGA, ANDRÉIA GUERRA, JOSÉ CLÁUDIO REIS	Paradidático
9788535705218	ATUAL	1		Informativo Juvenil	Informativo Juvenil	Ciência No Tempo	FARADAY E MAXWELL	MARCOS BRAGA, ANDRÉIA GUERRA, JOSÉ CLÁUDIO REIS	Paradidático
9788570568595	ATUAL	9		Informativo Juvenil	Informativo Juvenil	Ciência No Tempo	GALILEU E O NASCIMENTO DA MODERNIDADE	MARCOS BRAGA, ANDRÉIA GUERRA, JOSÉ CLÁUDIO REIS	Paradidático
9788570569967	ATUAL	7		Informativo Juvenil	Informativo Juvenil	Ciência No Tempo	NEWTON E O TRIUNFO DO MECANICISMO	MARCOS BRAGA, ANDRÉIA GUERRA, JOSÉ CLÁUDIO REIS	Paradidático
9788535715675	ATUAL	28		Informativo Juvenil	Informativo Juvenil	Discutindo A História	AMÉRICA QUE OS EUROPEUS ENCONTRARAM, A 	ENRIQUE PEREGALLI	Paradidático
9788570565204	ATUAL	14		Informativo Juvenil	Informativo Juvenil	Discutindo A História	DESCOLONIZAÇÃO DA ÁSIA E DA ÁFRICA, A	LETÍCIA BICALHO CANÊDO	Paradidático
9788570565365	ATUAL	19		Informativo Juvenil	Informativo Juvenil	Discutindo A História	ESCRAVISMO ANTIGO, O	MÁRIO MAESTRI	Paradidático
9788535710069	ATUAL	24		Informativo Juvenil	Informativo Juvenil	Discutindo A História	FEUDALISMO, O	PAULO CELSO MICELI	Paradidático
9788570565228	ATUAL	24		Informativo Juvenil	Informativo Juvenil	Discutindo A História	FORMAÇÃO DA CLASSE OPERÁRIA, A 	PAUL SINGER	Paradidático
9788570569820	ATUAL	1		Informativo Juvenil	Informativo Juvenil	Discutindo A História	FORMAÇÃO DO IMPÉRIO PORTUGUÊS (1415-1580), A 	JANAÍNA AMADO, LUIZ CARLOS FIGUEIREDO	Paradidático
9788535715804	ATUAL	23		Informativo Juvenil	Informativo Juvenil	Discutindo A História	IMPERIALISMO, O	HECTOR H. BRUIT	Paradidático
9788535705201	ATUAL	1		Informativo Juvenil	Informativo Juvenil	Discutindo A História	"NAZISMO; POLÍTICA, CULTURA E HOLOCAUSTO"	MARCIA D'ALESSO, MARIA HELENA CAPELATO	Paradidático
9788570565334	ATUAL	22		Informativo Juvenil	Informativo Juvenil	Discutindo A História	REVOLUÇÕES BURGUESAS, AS	PAULO MICELI	Paradidático
9788570565303	ATUAL	18		Informativo Juvenil	Informativo Juvenil	Discutindo A História	SEGUNDA GUERRA MUNDIAL, A 	ANTONIO PEDRO	Paradidático
9788570568724	ATUAL	4		Informativo Juvenil	Informativo Juvenil	Discutindo A História Do Brasil	ECONOMIA COLONIAL BRASILEIRA (SÉCULOS XVI-XIX), A 	JOAO FRAGOSO, MANOLO FLORENTINO, SHEILA DE CASTRO FARIA	Paradidático
9788535715866	ATUAL	13		Informativo Juvenil	Informativo Juvenil	Discutindo A História Do Brasil	ESCRAVISMO NO BRASIL, O	MÁRIO MAESTRI	Paradidático
9788535700428	ATUAL	2		Informativo Juvenil	Informativo Juvenil	Discutindo A História Do Brasil	IMPÉRIO EM CONSTRUÇÃO - PRIMEIRO REINADO E REGÊNCIAS	MARIA DE LOURDES VIANA LYRA, MARIA HELENA CAPELATO, MARIA LIGIA COELHO PRADO	Paradidático
9788570566645	ATUAL	5		Informativo Juvenil	Informativo Juvenil	Discutindo A História Do Brasil	ÍNDIO E A CONQUISTA PORTUGUESA, O	LUIZ KOSHIBA	Paradidático
9788535704488	ATUAL	1		Informativo Juvenil	Informativo Juvenil	Discutindo A História Do Brasil	MULHER E FAMÍLIA NA AMÉRICA PORTUGUESA	LUCIANO FIGUEIREDO	Paradidático
9788570568717	ATUAL	4		Informativo Juvenil	Informativo Juvenil	Discutindo A História Do Brasil	REGIME MILITAR BRASILEIRO (1964-1985), O	MARCOS NAPOLITANO	Paradidático
9788570569011	ATUAL	7		Informativo Juvenil	Informativo Juvenil	Espaço & Debate	HABITAÇÃO E CIDADE	ERMÍNIA MARICATO	Paradidático
9788570568748	ATUAL	8		Informativo Juvenil	Informativo Juvenil	Espaço & Debate	INDÚSTRIA E TRABALHO NO BRASIL: LIMITES E DESAFIOS	WILLIAM JORGE GERAB, WALDEMAR ROSSI	Paradidático
9788535711974	ATUAL	5		Informativo Juvenil	Informativo Juvenil	Espaço & Debate	MENINOS DE RUA	LIGIA MARIA COSTA LEITE, WANDERLEY LOCONTE	Paradidático
9788535711721	ATUAL	11		Informativo Juvenil	Informativo Juvenil	Espaço & Debate	MIGRAÇÕES: DA PERDA DA TERRA À EXCLUSÃO SOCIAL	ANA VALIM	Paradidático
9788535715910	ATUAL	7		Informativo Juvenil	Informativo Juvenil	Espaço & Debate	POVOS INDÍGENAS	EGON HECK, BENEDITO PREZIA	Paradidático
9788535712117	ATUAL	11		Informativo Juvenil	Informativo Juvenil	Espaço & Debate	QUESTÃO AGRÁRIA NO BRASIL	JOÃO PEDRO STÉDILE	Paradidático
